Entity,Code,Year,Richest 1%,Next 9%,Middle 40%,Poorest 50%,Life expectancy
Dominica,DMA,2018,21.18,28.32,37.44,13.06,71.3779
Dominica,DMA,2019,21.18,27.83,37.41,13.6,71.3052
Dominica,DMA,2020,21.2,27.37,37.38,14.06,71.2693
Dominica,DMA,2021,21.2,27.37,37.38,14.06,69.8318
Dominica,DMA,2022,21.2,27.37,37.38,14.06,71.0806
Dominica,DMA,2023,21.2,27.37,37.38,14.06,71.1325
Dominican Republic,DOM,2013,19.45,37.17,35.620003,7.75,73.0383
Dominican Republic,DOM,2014,19.96,33.91,37.89,8.24,73.1449
Dominican Republic,DOM,2015,20.57,34.24,36.96,8.23,72.9821
Dominican Republic,DOM,2016,24.17,31.6,35.52,8.71,72.8894
Dominican Republic,DOM,2017,19.05,33.829998,37.47,9.66,73.3702
Dominican Republic,DOM,2018,25.42,29.76,35.370003,9.45,73.5553
Dominican Republic,DOM,2021,16.04,32.620003,40.68,10.66,71.7575
Dominican Republic,DOM,2022,15.18,30.53,42.84,11.44,74.2108
Dominican Republic,DOM,2023,15.18,30.53,42.84,11.44,73.7201
East Timor,TLS,2001,17.36,28.34,40.03,14.27,58.7722
East Timor,TLS,2007,14.28,25.07,41.97,18.68,62.3957
East Timor,TLS,2014,14.98,25.38,41.03,18.6,65.0268
East Timor,TLS,2022,14.89,25.35,41.04,18.71,67.3684
East Timor,TLS,2023,15.03,25.310001,40.98,18.68,67.6894
Ecuador,ECU,2002,19.66,33.86,37.36,9.12,73.1643
Ecuador,ECU,2003,19.83,32.82,38.0,9.35,73.632
Ecuador,ECU,2004,19.08,32.780003,38.45,9.69,73.8676
Ecuador,ECU,2005,18.34,32.73,38.89,10.04,73.9092
Ecuador,ECU,2006,15.93,32.73,40.38,10.96,74.0104
Ecuador,ECU,2007,20.64,33.69,36.46,9.2,74.2259
Ecuador,ECU,2008,14.57,35.24,40.05,10.14,74.7085
Ecuador,ECU,2009,14.14,34.42,41.3,10.14,74.9011
Ecuador,ECU,2010,18.05,32.539997,39.46,9.95,75.1876
Ecuador,ECU,2011,13.13,31.51,44.02,11.33,75.1794
Ecuador,ECU,2012,20.17,27.05,42.039997,10.74,75.4857
Ecuador,ECU,2013,15.96,29.499998,42.51,12.03,75.8322
Ecuador,ECU,2014,14.83,29.16,42.57,13.44,76.1409
Ecuador,ECU,2015,12.47,29.42,44.49,13.63,76.2219
Ecuador,ECU,2016,12.3,28.45,45.68,13.58,76.0942
Ecuador,ECU,2017,13.95,28.55,44.46,13.05,76.2197
Ecuador,ECU,2018,14.69,30.12,42.739998,12.45,77.2484
Ecuador,ECU,2019,14.06,29.980001,43.83,12.13,77.2862
Ecuador,ECU,2022,14.0,31.21,43.94,10.83,76.5767
Ecuador,ECU,2023,14.0,31.21,43.94,10.83,77.3924
Egypt,EGY,1990,16.06,29.710001,34.760002,19.46,62.5132
Egypt,EGY,1992,16.47,29.210001,34.53,19.79,63.5852
Egypt,EGY,1993,16.72,28.960001,34.38,19.94,64.1471
Egypt,EGY,1994,16.88,28.740002,34.27,20.11,64.6632
Egypt,EGY,1995,16.59,28.67,34.35,20.39,65.2143
Egypt,EGY,1996,17.85,29.12,33.68,19.35,65.7334
Egypt,EGY,1997,18.09,29.890001,33.43,18.59,66.2066
Egypt,EGY,1998,18.97,30.38,32.93,17.72,66.6355
Egypt,EGY,1999,19.56,30.939999,32.56,16.95,67.0104
Egypt,EGY,2000,19.48,30.84,32.75,16.93,67.3323
Egypt,EGY,2001,19.2,30.81,33.039997,16.96,67.6118
Egypt,EGY,2002,19.08,30.73,33.239998,16.95,67.8456
Egypt,EGY,2003,18.92,30.66,33.469997,16.95,68.0451
Egypt,EGY,2004,19.54,30.3,33.37,16.79,68.211
Egypt,EGY,2005,19.05,30.289999,33.73,16.94,68.3552
Egypt,EGY,2006,19.44,30.75,33.17,16.63,68.4929
Egypt,EGY,2007,19.89,29.640001,33.629997,16.83,68.6266
Egypt,EGY,2008,19.63,29.58,33.87,16.92,68.7613
Egypt,EGY,2009,18.74,29.589998,34.11,17.57,68.915
Egypt,EGY,2010,18.07,29.51,34.25,18.17,69.0782
Egypt,EGY,2011,18.55,29.390001,34.51,17.55,69.2322
Egypt,EGY,2012,18.79,30.000002,34.44,16.76,69.4643
Egypt,EGY,2013,19.57,29.249998,34.4,16.79,69.6317
Egypt,EGY,2014,20.79,28.960001,33.73,16.52,69.9112
Egypt,EGY,2015,20.92,29.07,33.539997,16.48,70.1346
Egypt,EGY,2016,20.99,28.78,33.57,16.65,70.4367
Egypt,EGY,2017,20.18,28.81,34.0,17.01,70.7086
Egypt,EGY,2022,18.54,29.33,34.16,17.98,71.0097
Egypt,EGY,2023,18.5,29.339998,34.17,17.99,71.6335
El Salvador,SLV,2002,17.88,33.039997,42.289997,6.79,68.5264
El Salvador,SLV,2003,15.95,33.55,42.41,8.08,68.7918
El Salvador,SLV,2004,17.23,33.039997,41.49,8.25,69.2948
El Salvador,SLV,2005,20.11,32.530003,40.62,6.73,69.3356
El Salvador,SLV,2006,15.87,34.17,41.61,8.35,69.6123
El Salvador,SLV,2007,17.9,33.53,40.32,8.24,69.8195
El Salvador,SLV,2008,16.97,33.86,40.87,8.31,70.1378
El Salvador,SLV,2009,16.05,34.18,41.4,8.37,70.3586
El Salvador,SLV,2010,13.35,33.96,43.93,8.75,70.9088
El Salvador,SLV,2011,14.25,32.65,43.96,9.14,71.1918
El Salvador,SLV,2012,15.15,31.34,43.97,9.53,71.4201
El Salvador,SLV,2013,23.14,29.429998,38.789997,8.65,71.2251
El Salvador,SLV,2014,21.52,29.890001,40.149998,8.43,71.1442
El Salvador,SLV,2015,15.19,31.97,43.95,8.89,70.9524
El Salvador,SLV,2016,19.43,29.38,42.629997,8.55,70.9081
El Salvador,SLV,2017,13.88,29.74,46.93,9.45,71.0074
El Salvador,SLV,2018,13.75,30.12,46.55,9.57,71.3836
El Salvador,SLV,2022,12.77,29.56,47.15,10.52,71.9695
El Salvador,SLV,2023,12.77,29.56,47.15,10.52,72.0993
Equatorial Guinea,GNQ,2022,18.77,33.64,35.33,12.26,63.3545
Equatorial Guinea,GNQ,2023,18.87,33.6,35.27,12.25,63.7071
Eritrea,ERI,2022,13.63,31.23,38.170002,16.97,67.7892
Eritrea,ERI,2023,13.63,31.23,38.170002,16.97,68.6239
Estonia,EST,1988,4.4,18.57,52.139996,24.88,70.9712
Estonia,EST,1999,14.68,26.320002,43.35,15.64,70.6807
Estonia,EST,2000,14.68,26.03,43.38,15.9,71.0142
Estonia,EST,2001,14.6,26.019999,43.6,15.78,70.8336
Estonia,EST,2002,16.35,26.210001,42.2,15.24,71.3637
Estonia,EST,2003,16.09,26.640001,43.46,13.82,71.923
Estonia,EST,2004,16.04,25.23,43.489998,15.24,72.3751
Estonia,EST,2005,19.24,25.279999,40.37,15.11,73.0276
Estonia,EST,2006,15.51,25.14,43.2,16.15,73.1995
Estonia,EST,2007,15.81,23.3,43.05,17.83,73.1534
Estonia,EST,2008,13.01,24.32,44.74,17.93,74.2787
Estonia,EST,2009,9.49,24.68,46.5,19.33,75.1519
Estonia,EST,2010,11.13,24.75,45.829998,18.29,75.8816
Estonia,EST,2011,12.74,24.45,45.25,17.56,76.3462
Estonia,EST,2012,14.73,24.81,43.61,16.86,76.4159
Estonia,EST,2013,12.91,25.88,45.190002,16.03,77.252
Estonia,EST,2014,13.13,24.92,44.58,17.37,77.1104
Estonia,EST,2015,11.1,24.28,46.17,18.46,77.665
Estonia,EST,2016,11.16,23.9,47.13,17.81,77.7631
Estonia,EST,2017,12.32,22.15,46.07,19.45,78.1814
Estonia,EST,2018,12.82,22.25,45.31,19.62,78.3339
Estonia,EST,2022,12.56,22.53,45.25,19.65,78.1674
Estonia,EST,2023,12.52,22.54,45.280003,19.66,79.1535
Eswatini,SWZ,1994,21.54,40.17,29.14,9.15,56.6433
Eswatini,SWZ,2000,21.48,40.2,29.15,9.16,47.6273
Eswatini,SWZ,2009,18.2,38.72,33.55,9.53,46.9126
Eswatini,SWZ,2016,19.21,40.32,32.09,8.38,56.2284
Eswatini,SWZ,2022,19.21,40.32,32.09,8.38,63.0283
Eswatini,SWZ,2023,19.22,40.31,32.09,8.38,64.1227
Ethiopia,ETH,1981,31.31,27.500002,29.179998,12.0,43.0836
Ethiopia,ETH,1995,31.31,27.509998,29.179998,12.0,48.1562
Ethiopia,ETH,1999,13.28,28.310001,39.08,19.32,49.4857
Ethiopia,ETH,2004,14.81,27.34,38.620003,19.23,53.7349
Ethiopia,ETH,2005,14.99,27.599998,38.460003,18.95,54.364
Ethiopia,ETH,2010,14.76,29.249998,38.2,17.79,59.7094
Ethiopia,ETH,2015,13.63,31.23,38.170002,16.97,63.592
Ethiopia,ETH,2022,13.63,31.23,38.170002,16.97,66.8971
Ethiopia,ETH,2023,13.63,31.23,38.170002,16.97,67.315
Fiji,FJI,1980,8.81,26.359999,43.239998,21.6,62.4058
Fiji,FJI,1981,8.95,26.31,43.18,21.56,62.2552
Fiji,FJI,1982,9.1,26.249998,43.14,21.51,62.1953
Fiji,FJI,1983,9.25,26.199999,43.079998,21.47,62.9156
Fiji,FJI,1984,9.4,26.140001,43.04,21.43,63.2381
Fiji,FJI,1985,9.55,26.089998,42.98,21.38,63.9982
Fiji,FJI,1986,9.71,26.03,42.92,21.33,63.9614
Fiji,FJI,1987,9.87,25.97,42.87,21.29,64.2778
Fiji,FJI,1988,10.03,25.92,42.809998,21.24,64.9506
Fiji,FJI,1989,10.2,25.85,42.76,21.19,65.3856
Fiji,FJI,1990,10.37,25.79,42.69,21.14,65.056
Fiji,FJI,1991,10.65,25.82,42.39,21.14,65.4568
Fiji,FJI,1992,10.91,25.87,42.1,21.13,65.4074
Fiji,FJI,1993,11.17,25.9,41.79,21.13,65.5103
Fiji,FJI,1994,11.42,25.929998,41.52,21.12,65.7958
Fiji,FJI,1995,11.66,25.97,41.260002,21.12,66.007
Fiji,FJI,1996,11.89,25.999998,40.99,21.12,66.2018
Fiji,FJI,1997,12.12,26.03,40.73,21.11,66.2927
Fiji,FJI,1998,12.34,26.06,40.49,21.11,66.5364
Fiji,FJI,1999,12.55,26.089998,40.239998,21.11,66.728
Fiji,FJI,2000,12.76,26.12,40.02,21.1,66.1937
Fiji,FJI,2001,13.14,26.62,39.6,20.65,66.2047
Fiji,FJI,2002,13.51,27.1,39.19,20.2,65.4923
Fiji,FJI,2003,13.88,27.57,38.789997,19.76,65.6531
Fiji,FJI,2004,14.23,28.04,38.4,19.33,65.8405
Fiji,FJI,2005,14.58,28.490002,38.02,18.92,65.9826
Fiji,FJI,2006,14.92,28.929998,37.65,18.51,66.1258
Fiji,FJI,2007,15.25,29.37,37.27,18.11,66.1612
Fiji,FJI,2008,15.57,29.789999,36.91,17.72,66.3199
Fiji,FJI,2009,15.89,30.199999,36.57,17.34,66.3466
Fiji,FJI,2010,16.2,30.61,36.219997,16.97,66.7782
Fiji,FJI,2011,16.18,30.83,36.129997,16.86,66.8803
Fiji,FJI,2012,16.16,31.029999,36.039997,16.76,65.8121
Fiji,FJI,2013,16.14,31.23,35.95,16.67,66.5446
Fiji,FJI,2014,16.12,31.42,35.89,16.58,66.5808
Fiji,FJI,2015,16.11,31.59,35.789997,16.5,66.4798
Fiji,FJI,2016,16.09,31.77,35.73,16.42,66.657
Fiji,FJI,2017,16.07,31.93,35.66,16.34,67.0596
Fiji,FJI,2018,16.06,32.09,35.600002,16.26,66.9645
Fiji,FJI,2019,16.05,32.23,35.530003,16.19,67.0088
Fiji,FJI,2020,16.03,32.38,35.460003,16.12,66.924
Fiji,FJI,2021,16.03,32.38,35.460003,16.12,64.9039
Fiji,FJI,2022,16.03,32.38,35.460003,16.12,67.1481
Fiji,FJI,2023,16.03,32.38,35.460003,16.12,67.3157
Finland,FIN,1980,6.39,20.74,49.079998,23.8,73.6489
Finland,FIN,1981,5.44,20.68,49.81,24.08,73.9645
Finland,FIN,1982,5.2,20.6,50.129997,24.07,74.5299
Finland,FIN,1983,5.32,20.58,50.1,23.99,74.4373
Finland,FIN,1984,6.06,20.67,49.36,23.92,74.7434
Finland,FIN,1985,5.6,20.68,49.68,24.04,74.4235
Finland,FIN,1986,5.31,20.630001,49.91,24.15,74.7664
Finland,FIN,1987,6.57,20.75,48.649998,24.03,74.7988
Finland,FIN,1988,6.67,20.27,47.36,25.69,74.7646
Finland,FIN,1989,5.77,20.74,48.969997,24.53,74.9686
Finland,FIN,1990,4.51,20.6,50.57,24.31,74.9892
Finland,FIN,1991,3.74,20.119999,51.07,25.07,75.4069
Finland,FIN,1992,3.61,20.11,50.92,25.36,75.6469
Finland,FIN,1993,4.81,20.34,49.39,25.47,75.8848
Finland,FIN,1994,7.13,21.06,47.88,23.93,76.5747
Finland,FIN,1995,8.79,20.31,44.9,25.99,76.6037
Finland,FIN,1996,9.24,20.89,46.309998,23.57,76.8695
Finland,FIN,1997,10.87,20.48,43.48,25.17,77.0641
Finland,FIN,1998,11.6,21.05,44.420002,22.94,77.2592
Finland,FIN,1999,12.56,20.19,42.23,25.02,77.4507
Finland,FIN,2000,13.34,20.56,41.89,24.21,77.6713
Finland,FIN,2001,14.07,20.02,41.620003,24.3,78.1423
Finland,FIN,2002,12.59,20.7,43.87,22.84,78.27
Finland,FIN,2003,11.95,20.14,43.18,24.71,78.5334
Finland,FIN,2004,12.96,20.26,42.309998,24.47,78.8458
Finland,FIN,2005,10.76,20.6,43.98,24.66,78.9711
Finland,FIN,2006,11.63,21.03,43.35,24.0,79.373
Finland,FIN,2007,11.54,20.990002,43.41,24.06,79.3911
Finland,FIN,2008,11.16,22.25,43.489998,23.1,79.695
Finland,FIN,2009,8.91,22.81,45.14,23.13,79.831
Finland,FIN,2010,9.45,22.6,45.3,22.65,80.0116
Finland,FIN,2011,9.33,22.62,45.370003,22.67,80.3916
Finland,FIN,2012,8.64,22.54,45.739998,23.08,80.5076
Finland,FIN,2013,8.63,22.44,45.61,23.31,80.869
Finland,FIN,2014,8.99,22.570002,45.26,23.18,81.0546
Finland,FIN,2015,9.48,22.92,44.84,22.77,81.3775
Finland,FIN,2016,9.51,22.77,44.65,23.06,81.3029
Finland,FIN,2017,10.8,22.679998,43.489998,23.02,81.4967
Finland,FIN,2022,11.27,22.570002,43.32,22.83,81.2435
Finland,FIN,2023,11.23,22.589998,43.34,22.84,81.9102
France,FRA,1910,22.95,28.73,35.14,13.18,51.35
France,FRA,1915,19.83,28.68,37.63,13.87,36.55
France,FRA,1916,22.84,27.62,35.780003,13.76,39.75
France,FRA,1917,22.6,27.71,36.01,13.67,42.97
France,FRA,1918,20.09,27.33,38.18,14.4,34.84
France,FRA,1919,20.95,27.36,37.35,14.35,47.14
France,FRA,1920,20.07,27.24,38.12,14.57,51.82
France,FRA,1921,19.13,27.05,38.960003,14.86,52.69
France,FRA,1922,20.94,26.76,37.82,14.47,54.89
France,FRA,1923,23.27,26.26,36.48,13.99,54.59
France,FRA,1924,21.58,26.210001,37.760002,14.45,55.19
France,FRA,1925,20.96,26.13,38.23,14.68,54.35
France,FRA,1926,20.56,24.92,39.28,15.24,53.96
France,FRA,1927,21.26,25.529999,38.27,14.95,55.74
France,FRA,1928,21.39,25.3,38.15,15.15,55.41
France,FRA,1929,20.02,25.25,39.02,15.72,54.24
France,FRA,1930,17.24,25.749998,40.69,16.33,56.8
France,FRA,1931,16.46,26.179998,40.87,16.48,56.9
France,FRA,1932,16.87,27.939999,39.41,15.78,57.22
France,FRA,1933,17.66,28.999998,38.12,15.22,57.65
France,FRA,1934,17.64,29.640001,37.68,15.03,58.3
France,FRA,1935,18.39,29.92,36.96,14.73,58.28
France,FRA,1936,17.3,28.39,38.8,15.52,58.76
France,FRA,1937,17.45,27.54,39.039997,15.98,59.11
France,FRA,1938,16.52,27.22,39.86,16.39,58.93
France,FRA,1939,16.41,24.77,41.350002,17.46,59.55
France,FRA,1940,16.78,25.45,40.72,17.05,49.6
France,FRA,1941,16.02,24.99,41.56,17.44,57.42
France,FRA,1942,14.65,23.64,43.1,18.61,57.44
France,FRA,1943,11.83,22.660002,45.289997,20.22,53.3
France,FRA,1944,9.98,22.28,46.96,20.77,47.17
France,FRA,1945,8.47,22.65,47.74,21.12,54.93
France,FRA,1946,10.43,24.02,45.96,19.59,62.36
France,FRA,1947,10.71,25.0,45.18,19.11,63.95
France,FRA,1948,9.91,23.810001,46.43,19.85,65.78
France,FRA,1949,10.27,23.68,46.09,19.97,64.9
France,FRA,1950,10.34,23.43,46.07,20.16,66.3819
France,FRA,1951,10.7,23.9,45.7,19.7,66.0968
France,FRA,1952,10.96,24.38,45.210003,19.45,67.3912
France,FRA,1953,10.84,24.22,45.22,19.73,67.3191
France,FRA,1954,11.05,24.68,44.88,19.4,68.1882
France,FRA,1955,11.26,25.14,44.49,19.12,68.4442
France,FRA,1956,10.96,24.97,44.77,19.29,68.4647
France,FRA,1957,11.23,25.18,44.5,19.09,68.8972
France,FRA,1958,10.36,25.16,45.15,19.34,70.1071
France,FRA,1959,11.22,26.35,43.71,18.72,70.1683
France,FRA,1960,11.46,26.249998,43.69,18.59,70.3675
France,FRA,1961,11.57,26.550001,43.32,18.56,70.9582
France,FRA,1962,10.94,25.98,44.260002,18.82,70.4704
France,FRA,1963,10.73,26.22,44.59,18.46,70.3204
France,FRA,1964,10.84,26.72,43.8,18.65,71.2802
France,FRA,1965,10.94,27.000002,43.85,18.21,71.1067
France,FRA,1966,10.73,26.179998,44.58,18.52,71.5138
France,FRA,1967,10.71,25.999998,44.74,18.55,71.4983
France,FRA,1968,10.16,25.150002,45.44,19.26,71.4857
France,FRA,1969,9.9,24.54,45.86,19.7,71.2063
France,FRA,1970,9.66,24.42,45.78,20.14,72.0915
France,FRA,1971,9.67,24.070002,45.989998,20.27,72.0735
France,FRA,1972,9.5,23.999998,45.84,20.66,72.3134
France,FRA,1973,10.09,24.11,45.57,20.23,72.4756
France,FRA,1974,9.74,24.04,45.76,20.46,72.8037
France,FRA,1975,9.11,24.160002,45.899998,20.84,72.9001
France,FRA,1976,9.1,23.66,46.059998,21.17,73.122
France,FRA,1977,8.53,22.7,46.59,22.19,73.7282
France,FRA,1978,8.27,22.27,46.61,22.85,73.8445
France,FRA,1979,8.56,22.830002,45.3,23.3,74.125
France,FRA,1980,7.53,21.15,48.4,22.93,74.2335
France,FRA,1981,7.43,21.070002,48.43,23.08,74.3965
France,FRA,1982,6.99,21.13,48.649998,23.23,74.7657
France,FRA,1983,6.98,21.23,48.62,23.18,74.7344
France,FRA,1984,7.03,21.359999,48.59,23.02,75.2175
France,FRA,1985,7.37,21.45,48.030003,23.16,75.309
France,FRA,1986,8.11,21.66,47.23,23.01,75.5776
France,FRA,1987,8.15,21.87,46.87,23.12,76.1465
France,FRA,1988,8.34,22.07,46.399998,23.19,76.398
France,FRA,1989,8.95,22.28,46.1,22.67,76.5432
France,FRA,1990,9.01,22.28,46.28,22.44,76.8351
France,FRA,1991,9.1,21.87,46.66,22.37,77.0162
France,FRA,1992,8.77,21.83,47.1,22.3,77.2973
France,FRA,1993,8.63,21.84,47.54,21.98,77.3488
France,FRA,1994,9.32,21.86,47.05,21.77,77.7681
France,FRA,1995,9.34,21.86,46.99,21.8,77.8715
France,FRA,1996,10.4,21.81,46.34,21.45,78.0613
France,FRA,1997,10.62,21.82,46.37,21.19,78.4246
France,FRA,1998,11.57,21.87,45.67,20.9,78.5879
France,FRA,1999,11.39,21.960001,45.64,21.01,78.7457
France,FRA,2000,11.31,22.1,45.52,21.08,79.0438
France,FRA,2001,11.46,22.1,45.18,21.26,79.2208
France,FRA,2002,11.23,22.32,45.6,20.85,79.4109
France,FRA,2003,11.48,22.35,45.64,20.52,79.419
France,FRA,2004,11.7,22.490002,45.52,20.29,80.3363
France,FRA,2005,11.84,22.54,45.34,20.28,80.3367
France,FRA,2006,11.52,22.65,45.36,20.48,80.7449
France,FRA,2007,12.29,22.84,44.81,20.06,80.9602
France,FRA,2008,12.34,22.97,44.74,19.95,81.0392
France,FRA,2009,10.37,22.89,46.28,20.46,81.1635
France,FRA,2010,11.0,22.750002,45.86,20.39,81.4047
France,FRA,2011,11.48,22.56,45.42,20.54,81.781
France,FRA,2012,10.25,22.65,46.18,20.92,81.739
France,FRA,2013,9.63,22.74,46.67,20.97,81.9786
France,FRA,2014,9.79,22.669998,46.35,21.19,82.4366
France,FRA,2015,10.38,22.96,46.039997,20.61,82.1487
France,FRA,2016,10.42,22.939999,45.89,20.75,82.4008
France,FRA,2017,10.76,22.81,45.73,20.7,82.4385
France,FRA,2018,11.97,22.45,45.17,20.41,82.5682
France,FRA,2022,12.07,22.19,45.23,20.51,82.4753
France,FRA,2023,12.13,22.18,45.190002,20.49,83.3253
French Polynesia,PYF,1980,8.81,26.359999,43.239998,21.6,67.4054
French Polynesia,PYF,1981,8.95,26.31,43.18,21.56,68.1567
French Polynesia,PYF,1982,9.1,26.249998,43.14,21.51,68.9222
French Polynesia,PYF,1983,9.25,26.199999,43.079998,21.47,69.7018
French Polynesia,PYF,1984,9.4,26.140001,43.04,21.43,70.5587
French Polynesia,PYF,1985,9.55,26.089998,42.98,21.38,71.2033
French Polynesia,PYF,1986,9.71,26.03,42.92,21.33,71.9674
French Polynesia,PYF,1987,9.87,25.97,42.87,21.29,72.4485
French Polynesia,PYF,1988,10.03,25.92,42.809998,21.24,73.0882
French Polynesia,PYF,1989,10.2,25.85,42.76,21.19,73.4944
French Polynesia,PYF,1990,10.37,25.79,42.69,21.14,73.9083
French Polynesia,PYF,1991,10.65,25.82,42.39,21.14,74.295
French Polynesia,PYF,1992,10.91,25.87,42.1,21.13,74.7459
French Polynesia,PYF,1993,11.17,25.9,41.79,21.13,75.1912
French Polynesia,PYF,1994,11.42,25.929998,41.52,21.12,75.6504
French Polynesia,PYF,1995,11.66,25.97,41.260002,21.12,76.2426
French Polynesia,PYF,1996,11.89,25.999998,40.99,21.12,76.8134
French Polynesia,PYF,1997,12.12,26.03,40.73,21.11,77.3803
French Polynesia,PYF,1998,12.34,26.06,40.49,21.11,77.8419
French Polynesia,PYF,1999,12.55,26.089998,40.239998,21.11,78.5739
French Polynesia,PYF,2000,12.76,26.12,40.02,21.1,79.0001
French Polynesia,PYF,2001,13.14,26.62,39.6,20.65,79.3158
French Polynesia,PYF,2002,13.51,27.1,39.19,20.2,79.5438
French Polynesia,PYF,2003,13.88,27.57,38.789997,19.76,79.7103
French Polynesia,PYF,2004,14.23,28.04,38.4,19.33,79.829
French Polynesia,PYF,2005,14.58,28.490002,38.02,18.92,79.9511
French Polynesia,PYF,2006,14.92,28.929998,37.65,18.51,80.0999
French Polynesia,PYF,2007,15.25,29.37,37.27,18.11,80.3277
French Polynesia,PYF,2008,15.57,29.789999,36.91,17.72,80.5874
French Polynesia,PYF,2009,15.89,30.199999,36.57,17.34,80.8667
French Polynesia,PYF,2010,16.2,30.61,36.219997,16.97,81.1407
French Polynesia,PYF,2011,16.18,30.83,36.129997,16.86,81.4341
French Polynesia,PYF,2012,16.16,31.029999,36.039997,16.76,81.6953
French Polynesia,PYF,2013,16.14,31.23,35.95,16.67,81.9352
French Polynesia,PYF,2014,16.12,31.42,35.89,16.58,82.1514
French Polynesia,PYF,2015,16.11,31.59,35.789997,16.5,82.3393
French Polynesia,PYF,2016,16.09,31.77,35.73,16.42,82.5551
French Polynesia,PYF,2017,16.07,31.93,35.66,16.34,82.7741
French Polynesia,PYF,2018,16.06,32.09,35.600002,16.26,82.9852
French Polynesia,PYF,2019,16.05,32.23,35.530003,16.19,83.1955
French Polynesia,PYF,2020,16.03,32.38,35.460003,16.12,82.4588
French Polynesia,PYF,2021,16.03,32.38,35.460003,16.12,79.5711
French Polynesia,PYF,2022,16.03,32.38,35.460003,16.12,83.8594
French Polynesia,PYF,2023,16.03,32.38,35.460003,16.12,84.0698
Gabon,GAB,2005,17.06,33.26,36.3,13.39,62.978
Gabon,GAB,2017,10.9,31.93,41.8,15.36,66.8163
Gabon,GAB,2022,10.89,31.94,41.81,15.36,67.713
Gabon,GAB,2023,10.89,31.94,41.81,15.36,68.3367
Gambia,GMB,1992,18.48,36.37,34.34,10.81,52.4771
Gambia,GMB,1998,18.55,36.34,34.32,10.8,56.0074
Gambia,GMB,2003,20.36,33.92,34.58,11.13,58.2232
Gambia,GMB,2010,21.13,31.8,34.29,12.76,61.1675
Gambia,GMB,2015,13.39,31.79,38.56,16.26,62.9713
Gambia,GMB,2022,15.7,31.59,37.74,14.97,64.859
Gambia,GMB,2023,15.7,31.59,37.74,14.97,65.8603
Georgia,GEO,1997,19.04,27.56,39.76,13.64,69.6832
Georgia,GEO,1998,27.17,24.1,35.969997,12.76,69.7869
Georgia,GEO,1999,20.04,27.070002,39.129997,13.76,70.0116
Georgia,GEO,2000,19.56,27.36,39.219997,13.85,70.0909
Georgia,GEO,2001,20.05,26.890001,38.86,14.2,70.3705
Georgia,GEO,2002,18.01,26.750002,40.02,15.22,70.438
Georgia,GEO,2003,17.05,26.519999,41.03,15.4,71.3766
Georgia,GEO,2004,17.05,26.33,41.06,15.56,71.0115
Georgia,GEO,2005,18.65,26.19,40.25,14.9,70.6895
Georgia,GEO,2006,18.13,26.63,40.32,14.92,70.9829
Georgia,GEO,2007,20.89,26.390001,38.690002,14.02,70.9852
Georgia,GEO,2008,19.8,26.76,39.15,14.28,70.9494
Georgia,GEO,2009,18.02,26.449999,40.11,15.42,71.0578
Georgia,GEO,2010,19.02,26.84,39.57,14.57,71.7318
Georgia,GEO,2011,24.22,25.529999,37.239998,13.01,72.4846
Georgia,GEO,2012,19.89,26.109999,39.030003,14.98,72.6721
Georgia,GEO,2013,19.82,29.300001,37.64,13.25,73.0247
Georgia,GEO,2014,23.99,23.93,37.0,15.08,73.1051
Georgia,GEO,2015,20.89,25.79,38.02,15.3,73.241
Georgia,GEO,2016,27.2,23.08,35.82,13.89,73.1358
Georgia,GEO,2017,24.7,23.92,37.079998,14.3,73.4347
Georgia,GEO,2018,21.92,26.12,37.45,14.52,73.9847
Georgia,GEO,2022,18.33,26.31,40.18,15.18,74.1409
Georgia,GEO,2023,18.33,26.31,40.18,15.18,74.4965
Germany,DEU,1981,9.72,18.24,47.34,24.7,73.331
Germany,DEU,1982,9.38,18.35,47.27,25.0,73.6277
Germany,DEU,1983,9.94,18.5,46.9,24.66,73.9176
Germany,DEU,1984,9.63,18.95,47.670002,23.75,74.3796
Germany,DEU,1985,9.29,18.81,47.0,24.9,74.4919
Germany,DEU,1986,10.52,19.15,46.95,23.39,74.6953
Germany,DEU,1987,10.48,19.27,45.94,24.31,75.1073
Germany,DEU,1988,11.21,20.16,46.09,22.53,75.2806
Germany,DEU,1989,11.89,20.13,44.690002,23.29,75.467
Germany,DEU,1990,11.41,20.94,45.809998,21.84,75.3414
Germany,DEU,1991,10.11,20.65,45.73,23.51,75.5597
Germany,DEU,1992,9.58,21.22,46.56,22.63,76.0035
Germany,DEU,1993,9.11,21.06,46.9,22.93,76.0803
Germany,DEU,1994,9.07,20.48,46.14,24.3,76.3799
Germany,DEU,1995,9.1,20.71,46.98,23.21,76.5515
Germany,DEU,1996,9.87,20.8,46.65,22.68,76.7833
Germany,DEU,1997,9.96,20.68,45.96,23.41,77.2182
Germany,DEU,1998,11.47,20.59,45.39,22.56,77.5759
Germany,DEU,1999,11.27,21.12,45.719997,21.89,77.7977
Germany,DEU,2000,11.09,21.13,45.27,22.51,78.0563
Germany,DEU,2001,9.99,21.6,45.649998,22.76,78.4023
Germany,DEU,2002,9.82,21.88,45.96,22.34,78.4749
Germany,DEU,2003,9.21,21.75,46.19,22.86,78.5361
Germany,DEU,2004,10.4,21.81,45.6,22.19,79.1186
Germany,DEU,2005,11.96,22.27,45.02,20.74,79.254
